"AgeGroup","Sex","Employment","Year","BMIgroup"
"55-64","Female","Retired","2014","Overweight"
"65-74","Male","Retired","2014","Obese"
"55-64","Female","Retired","2014","Obese"
"45-54","Female","Looking after home/family","2014","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"16-24","Female","In full-time education","2014","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"65-74","Female","Retired","2014","Obese"
"65-74","Male","Retired","2014","Overweight"
"55-64","Female","Doing something else","2014","Obese"
"65-74","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"75+","Male","Retired","2014","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Female","Retired","2014","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Female","Retired","2014","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Female","Retired","2014","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Male","Retired","2014","Overweight"
"75+","Female","Retired","2014","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"75+","Female","Retired","2014","Obese"
"25-34","Male","Perm unable to work","2014","Normal"
"75+","Female","Retired","2014","Normal"
"55-64","Male","Perm unable to work","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"65-74","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"65-74","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"75+","Male","Retired","2014","Normal"
"75+","Female","Retired","2014","Normal"
"65-74","Male","Retired","2014","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"16-24","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"35-44","Female","Looking after home/family","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"25-34","Female","Looking after home/family","2014","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Female","Retired","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Female","Retired","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Female","Retired","2014","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"16-24","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"75+","Female","Retired","2014","Obese"
"65-74","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Female","Looking after home/family","2014","Normal"
"55-64","Female","Retired","2014","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Male","Looking for/intending to look for paid work","2014","Obese"
"65-74","Male","Retired","2014","Overweight"
"55-64","Female","Retired","2014","Normal"
"35-44","Female","Looking for/intending to look for paid work","2014","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Female","Looking after home/family","2014","Overweight"
"45-54","Male","Doing something else","2014","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"65-74","Male","Retired","2014","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Female","Retired","2014","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Male","Looking for/intending to look for paid work","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"16-24","Female","In full-time education","2014","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Male","In full-time education","2014","Normal"
"55-64","Female","Retired","2014","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"75+","Male","Retired","2014","Obese"
"75+","Female","Retired","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"65-74","Male","Retired","2014","Obese"
"65-74","Female","Retired","2014","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"65-74","Female","Retired","2014","Overweight"
"65-74","Male","Retired","2014","Obese"
"65-74","Male","Retired","2014","Overweight"
"65-74","Female","Retired","2014","Overweight"
"65-74","Female","Retired","2014","Normal"
"75+","Male","Retired","2014","Overweight"
"65-74","Female","Retired","2014","Obese"
"75+","Female","Retired","2014","Obese"
"75+","Male","Retired","2014","Obese"
"65-74","Female","Retired","2014","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"65-74","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"65-74","Male","Retired","2014","Overweight"
"65-74","Female","Retired","2014","Overweight"
"35-44","Female","Looking for/intending to look for paid work","2014","Overweight"
"16-24","Female","In full-time education","2014","Obese"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Female","Retired","2014","Obese"
"16-24","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"16-24","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"16-24","Female","Doing something else","2014","Obese"
"65-74","Female","Retired","2014","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"65-74","Male","Retired","2014","Overweight"
"35-44","Female","Looking for/intending to look for paid work","2014","Obese"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"45-54","Male","Looking for/intending to look for paid work","2014","Overweight"
"16-24","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"75+","Male","Retired","2014","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"65-74","Female","Retired","2014","Obese"
"55-64","Female","Perm unable to work","2014","Overweight"
"16-24","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"55-64","Male","Perm unable to work","2014","Obese"
"16-24","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"65-74","Female","Retired","2014","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2014","Obese"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2014","Overweight"
"65-74","Male","Retired","2014","Overweight"
"65-74","Female","In paid employment, self-employed or on gov't training","2014","Obese"
"65-74","Male","Retired","2014","Obese"
"75+","Male","Retired","2014","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2014","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2014","Normal"
"65-74","Female","Retired","2013","Obese"
"16-24","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Male","Retired","2013","Obese"
"65-74","Male","Retired","2013","Normal"
"75+","Female","Retired","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","Retired","2013","Obese"
"25-34","Male","Looking for/intending to look for paid work","2013","Overweight"
"25-34","Female","Looking for/intending to look for paid work","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Underweight"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Female","In full-time education","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Female","In full-time education","2013","Underweight"
"55-64","Female","Retired","2013","Normal"
"45-54","Male","Looking for/intending to look for paid work","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","Looking for/intending to look for paid work","2013","Overweight"
"75+","Male","Retired","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"65-74","Male","Retired","2013","Normal"
"65-74","Female","Retired","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"16-24","Female","Looking after home/family","2013","Normal"
"25-34","Male","Looking after home/family","2013","Normal"
"65-74","Female","Retired","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Male","In full-time education","2013","Overweight"
"65-74","Female","Retired","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Female","Looking after home/family","2013","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","Perm unable to work","2013","Obese"
"35-44","Male","Doing something else","2013","Overweight"
"16-24","Female","In full-time education","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","Looking after home/family","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"16-24","Female","In full-time education","2013","Underweight"
"16-24","Female","Looking after home/family","2013","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Female","Retired","2013","Obese"
"55-64","Male","Retired","2013","Obese"
"55-64","Female","Perm unable to work","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","Perm unable to work","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"65-74","Male","Retired","2013","Obese"
"65-74","Male","Retired","2013","Overweight"
"25-34","Female","Perm unable to work","2013","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"75+","Female","Retired","2013","Overweight"
"75+","Male","Retired","2013","Overweight"
"65-74","Male","Retired","2013","Obese"
"65-74","Female","Retired","2013","Normal"
"75+","Male","Doing something else","2013","Overweight"
"65-74","Female","Retired","2013","Obese"
"45-54","Female","Looking for/intending to look for paid work","2013","Obese"
"25-34","Female","Perm unable to work","2013","Obese"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","Perm unable to work","2013","Obese"
"55-64","Female","Looking after home/family","2013","Normal"
"55-64","Male","Perm unable to work","2013","Normal"
"45-54","Male","Looking after home/family","2013","Obese"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Male","Perm unable to work","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Female","In full-time education","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"75+","Female","Retired","2013","Obese"
"65-74","Female","Retired","2013","Obese"
"65-74","Female","Retired","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","Retired","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Male","Retired","2013","Overweight"
"55-64","Female","Looking after home/family","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Female","Looking after home/family","2013","Normal"
"35-44","Male","Perm unable to work","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Male","Retired","2013","Obese"
"55-64","Male","Retired","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"65-74","Female","Retired","2013","Normal"
"75+","Male","Retired","2013","Overweight"
"65-74","Female","Retired","2013","Normal"
"65-74","Male","Retired","2013","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"16-24","Female","In full-time education","2013","Normal"
"75+","Female","Retired","2013","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In full-time education","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","Looking for/intending to look for paid work","2013","Obese"
"75+","Female","Retired","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"16-24","Female","Looking for/intending to look for paid work","2013","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Male","Looking for/intending to look for paid work","2013","Normal"
"16-24","Female","Looking for/intending to look for paid work","2013","Underweight"
"65-74","Male","Retired","2013","Obese"
"55-64","Female","Retired","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","Looking for/intending to look for paid work","2013","Normal"
"35-44","Female","Looking for/intending to look for paid work","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"75+","Female","Retired","2013","Obese"
"75+","Male","Retired","2013","Underweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"75+","Female","Retired","2013","Overweight"
"55-64","Female","Retired","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","Retired","2013","Obese"
"65-74","Female","Retired","2013","Normal"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","Retired","2013","Normal"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"75+","Male","Retired","2013","Overweight"
"16-24","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"16-24","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Female","Looking after home/family","2013","Normal"
"55-64","Male","Retired","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"65-74","Male","Retired","2013","Obese"
"45-54","Female","Perm unable to work","2013","Overweight"
"45-54","Male","Looking after home/family","2013","Overweight"
"55-64","Male","Doing something else","2013","Overweight"
"65-74","Male","Retired","2013","Obese"
"16-24","Male","In full-time education","2013","Normal"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","Looking for/intending to look for paid work","2013","Obese"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"65-74","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Male","In full-time education","2013","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","Perm unable to work","2013","Obese"
"75+","Female","Retired","2013","Normal"
"25-34","Male","Looking for/intending to look for paid work","2013","Overweight"
"35-44","Female","Perm unable to work","2013","Obese"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"65-74","Female","Retired","2013","Normal"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","Looking after home/family","2013","Normal"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","Looking after home/family","2013","Obese"
"65-74","Male","Retired","2013","Obese"
"55-64","Female","Retired","2013","Normal"
"65-74","Male","Retired","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In full-time education","2013","Normal"
"65-74","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"16-24","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","Retired","2013","Obese"
"55-64","Female","Retired","2013","Obese"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"65-74","Male","Retired","2013","Normal"
"65-74","Female","Retired","2013","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Male","Retired","2013","Overweight"
"65-74","Male","Retired","2013","Overweight"
"65-74","Female","Retired","2013","Overweight"
"75+","Female","Retired","2013","Overweight"
"75+","Male","Retired","2013","Overweight"
"75+","Female","Retired","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"16-24","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"16-24","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"16-24","Female","In full-time education","2013","Underweight"
"75+","Female","Retired","2013","Normal"
"65-74","Female","Retired","2013","Obese"
"35-44","Female","Looking for/intending to look for paid work","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","Looking for/intending to look for paid work","2013","Normal"
"55-64","Male","Perm unable to work","2013","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Female","Looking for/intending to look for paid work","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"65-74","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"25-34","Male","In full-time education","2013","Obese"
"45-54","Female","Looking after home/family","2013","Obese"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"45-54","Female","In full-time education","2013","Normal"
"16-24","Male","In full-time education","2013","Normal"
"55-64","Male","Retired","2013","Overweight"
"65-74","Female","Retired","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"65-74","Male","Retired","2013","Obese"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"65-74","Female","Retired","2013","Obese"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Normal"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"25-34","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"65-74","Female","Retired","2013","Normal"
"45-54","Male","In paid employment, self-employed or on gov't training","2013","Obese"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Overweight"
"45-54","Female","In paid employment, self-employed or on gov't training","2013","Obese"
"55-64","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
"35-44","Male","In paid employment, self-employed or on gov't training","2013","Overweight"
